CNAE,n_ocup_pond,renda_total_pond,n_empregador_pond,renda_empregador_pond,n_conta_propria_pond,renda_conta_propria_pond,Renda Média_Total,Renda Média_empregador,Renda Média_conta_propria,Trimestre
69000.0,40792.603211990005,0.0,0.0,0.0,22074.44545406,0.0,0.0,,0.0,2T2021
70000.0,2241.30388529,0.0,0.0,0.0,379.75721277,0.0,0.0,,0.0,2T2021
71000.0,9350.224388100001,0.0,0.0,0.0,2383.89594299,0.0,0.0,,0.0,2T2021
73010.0,5502.96269253,0.0,1134.77694155,0.0,563.75858791,0.0,0.0,0.0,0.0,2T2021
74000.0,6255.065995919999,0.0,0.0,0.0,5196.8023882200005,0.0,0.0,,0.0,2T2021
75000.0,198.24597914,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
77010.0,1325.8406518,0.0,0.0,0.0,238.91558887,0.0,0.0,,0.0,2T2021
77020.0,6171.201206680001,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
78000.0,40680.53363215999,0.0,0.0,0.0,643.8900723,0.0,0.0,,0.0,2T2021
79000.0,2648.5706571499995,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
80000.0,20511.135028869998,0.0,0.0,0.0,1422.0535961399999,0.0,0.0,,0.0,2T2021
81011.0,29363.102320759997,0.0,0.0,0.0,2584.72164594,0.0,0.0,,0.0,2T2021
81012.0,23200.76656185,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
82001.0,3316.13094353,0.0,0.0,0.0,705.24458347,0.0,0.0,,0.0,2T2021
82002.0,11019.08055603,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
82003.0,1862.55549871,0.0,0.0,0.0,1099.02937669,0.0,0.0,,0.0,2T2021
82009.0,2057.44932357,0.0,0.0,0.0,321.29027379,0.0,0.0,,0.0,2T2021
84011.0,10371.65650757,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
84012.0,16030.846835420003,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
84013.0,125542.44584827,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
84014.0,7828.5242640999995,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
84015.0,5092.6716387999995,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
84016.0,49748.88796382,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
84017.0,6217.387065260001,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
84020.0,1050.60927728,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
85011.0,4914.16357929,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
85012.0,104913.56925358999,0.0,0.0,0.0,1632.48140783,0.0,0.0,,0.0,2T2021
85013.0,46332.57075870999,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
85014.0,12313.495203929999,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
85029.0,13931.849349839998,0.0,0.0,0.0,7774.55965512,0.0,0.0,,0.0,2T2021
86001.0,82029.71164221,0.0,0.0,0.0,2225.85383284,0.0,0.0,,0.0,2T2021
86002.0,44166.19085888,0.0,1816.52133065,0.0,0.0,0.0,0.0,0.0,,2T2021
86003.0,7057.761995850001,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
86004.0,17359.11055418,0.0,0.0,0.0,9274.83857302,0.0,0.0,,0.0,2T2021
86009.0,1514.9400672,0.0,0.0,0.0,953.61379166,0.0,0.0,,0.0,2T2021
87000.0,5671.456928379999,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
90000.0,5740.319973580001,0.0,0.0,0.0,2579.73611763,0.0,0.0,,0.0,2T2021
92000.0,10563.08755046,0.0,0.0,0.0,4411.31382459,0.0,0.0,,0.0,2T2021
93011.0,1555.56826968,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
93012.0,9737.11493756,0.0,0.0,0.0,1103.87694104,0.0,0.0,,0.0,2T2021
93020.0,544.44835421,0.0,0.0,0.0,544.44835421,0.0,0.0,,0.0,2T2021
94010.0,538.18767779,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
94020.0,5157.88647469,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
94091.0,5462.21908169,0.0,0.0,0.0,3410.2204004699997,0.0,0.0,,0.0,2T2021
94099.0,801.31676009,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
95010.0,6024.91178222,0.0,0.0,0.0,3979.86524839,0.0,0.0,,0.0,2T2021
95030.0,21182.24939271,0.0,0.0,0.0,15171.107314109999,0.0,0.0,,0.0,2T2021
96010.0,6759.27673671,0.0,0.0,0.0,1354.13252972,0.0,0.0,,0.0,2T2021
96020.0,93690.33368596,0.0,3109.73870989,0.0,83592.63198800999,0.0,0.0,0.0,0.0,2T2021
96030.0,8520.712239960001,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
96090.0,6435.011280200001,0.0,0.0,0.0,3278.28450862,0.0,0.0,,0.0,2T2021
97000.0,167730.08708252996,0.0,0.0,0.0,0.0,0.0,0.0,,,2T2021
0.0,7334.37170724,0.0,0.0,0.0,4785.22194898,0.0,0.0,,0.0,3T2021
1102.0,59903.42045991,172445.878867,153.90934804,0.0,41794.92441768,172445.878867,2.8787317576031968,0.0,4.126000495745658,3T2021
1103.0,263.40868695,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
1105.0,33593.48029224,0.0,0.0,0.0,1707.49984172,0.0,0.0,,0.0,3T2021
1108.0,32765.149044679994,0.0,0.0,0.0,23727.86211005,0.0,0.0,,0.0,3T2021
1109.0,77469.83550415,254690.74206098,0.0,0.0,51125.92465913,254690.74206098,3.2876117575767463,,4.981635907009413,3T2021
1110.0,23410.73534262,0.0,0.0,0.0,14351.295238949999,0.0,0.0,,0.0,3T2021
1111.0,2198.01911432,0.0,0.0,0.0,2198.01911432,0.0,0.0,,0.0,3T2021
1112.0,293.56401774,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
1115.0,7871.639137370002,0.0,0.0,0.0,1397.71902864,0.0,0.0,,0.0,3T2021
1116.0,16565.727447690002,0.0,0.0,0.0,9236.34074195,0.0,0.0,,0.0,3T2021
1117.0,19821.72417585,0.0,220.554658,0.0,7293.317673920001,0.0,0.0,0.0,0.0,3T2021
1119.0,11767.57672508,0.0,0.0,0.0,6177.897308370001,0.0,0.0,,0.0,3T2021
1201.0,24821.04486789,0.0,327.27742389,0.0,6855.70285108,0.0,0.0,0.0,0.0,3T2021
1203.0,5358.189517979999,0.0,0.0,0.0,3758.4463743300003,0.0,0.0,,0.0,3T2021
1204.0,2141.71267049,0.0,0.0,0.0,2141.71267049,0.0,0.0,,0.0,3T2021
1205.0,10773.3642459,574415.351202,0.0,0.0,2615.29564446,574415.351202,53.31810362028781,,219.63687066079444,3T2021
1209.0,442.53374436,0.0,0.0,0.0,442.53374436,0.0,0.0,,0.0,3T2021
1401.0,1777.40651805,0.0,0.0,0.0,1194.27855011,0.0,0.0,,0.0,3T2021
1402.0,347.89136532,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
2000.0,2174.99349567,0.0,0.0,0.0,1365.5244221300002,0.0,0.0,,0.0,3T2021
3001.0,3626.62228781,0.0,0.0,0.0,3098.4216846099994,0.0,0.0,,0.0,3T2021
3002.0,1941.4435575499997,0.0,575.01730801,0.0,1240.8902097599998,0.0,0.0,0.0,0.0,3T2021
6000.0,1103.5344637,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
7002.0,940.8843001199999,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
8001.0,1815.7167971,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
8009.0,492.59795509,0.0,0.0,0.0,492.59795509,0.0,0.0,,0.0,3T2021
10010.0,13755.701072720001,0.0,0.0,0.0,358.4124114,0.0,0.0,,0.0,3T2021
10021.0,1431.31995235,0.0,0.0,0.0,612.66380138,0.0,0.0,,0.0,3T2021
10030.0,4399.88940555,0.0,0.0,0.0,3099.82222025,0.0,0.0,,0.0,3T2021
10091.0,8309.669534019999,0.0,0.0,0.0,227.76398163,0.0,0.0,,0.0,3T2021
10092.0,11794.31092724,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
10099.0,17701.228507740005,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
11000.0,4956.3894679899995,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
13001.0,3836.4709766799997,0.0,0.0,0.0,1535.59211462,0.0,0.0,,0.0,3T2021
13002.0,13637.99380607,0.0,0.0,0.0,7959.26755163,0.0,0.0,,0.0,3T2021
14001.0,104243.180301,0.0,1334.32190176,0.0,36665.40956891001,0.0,0.0,0.0,0.0,3T2021
14002.0,27922.453822209998,0.0,5354.5280019,0.0,19522.928788580004,0.0,0.0,0.0,0.0,3T2021
15012.0,2050.1160017600005,0.0,0.0,0.0,321.87011796,0.0,0.0,,0.0,3T2021
15020.0,2830.98113898,0.0,0.0,0.0,811.73085492,0.0,0.0,,0.0,3T2021
16001.0,462.21472958,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
16002.0,7410.3559842,0.0,0.0,0.0,2969.96298968,0.0,0.0,,0.0,3T2021
17001.0,343.51427527,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
17002.0,7472.022368100001,0.0,0.0,0.0,1810.51690014,0.0,0.0,,0.0,3T2021
18000.0,6150.91130312,0.0,0.0,0.0,3076.5770485499997,0.0,0.0,,0.0,3T2021
19020.0,1009.42777972,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
19030.0,59.59368531,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
20010.0,802.52954658,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
20020.0,3102.23355696,0.0,0.0,0.0,1680.82157204,0.0,0.0,,0.0,3T2021
21000.0,1922.92736568,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
22010.0,1232.26102606,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
22020.0,11254.11625533,0.0,0.0,0.0,501.61622758,0.0,0.0,,0.0,3T2021
23010.0,1046.15554806,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
23091.0,6061.8229028999995,0.0,0.0,0.0,1955.47660004,0.0,0.0,,0.0,3T2021
23099.0,13025.263247870002,0.0,0.0,0.0,1759.46980576,0.0,0.0,,0.0,3T2021
24001.0,2495.54772642,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
24002.0,2003.64282555,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
25001.0,18895.1210648,0.0,692.59223889,0.0,7050.95588262,0.0,0.0,0.0,0.0,3T2021
25002.0,4607.174902119999,0.0,0.0,0.0,2871.75726703,0.0,0.0,,0.0,3T2021
27090.0,7804.1194275100015,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
28000.0,970.28241273,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
29001.0,13378.42277548,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
29002.0,3391.92938386,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
30010.0,741.75957634,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
31000.0,20346.064869970003,0.0,0.0,0.0,6837.57375374,0.0,0.0,,0.0,3T2021
32001.0,376.24359599,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
32009.0,2063.3107212699997,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
33001.0,4666.0895729,0.0,0.0,0.0,1288.0408319,0.0,0.0,,0.0,3T2021
33002.0,3073.71402088,0.0,0.0,0.0,1396.3998158699999,0.0,0.0,,0.0,3T2021
35010.0,7106.57375435,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
36000.0,3222.50365367,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
38000.0,6330.24907889,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
39000.0,455.59915748,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
41000.0,188644.13275808,0.0,227.67288593,0.0,111803.02164228,0.0,0.0,0.0,0.0,3T2021
42000.0,20917.058272809998,0.0,0.0,0.0,126.9876923,0.0,0.0,,0.0,3T2021
43000.0,48389.19955544,0.0,494.78531113,0.0,33027.78200205,0.0,0.0,0.0,0.0,3T2021
45010.0,6262.883419060001,0.0,0.0,0.0,936.3804298299999,0.0,0.0,,0.0,3T2021
45020.0,69607.45554259,0.0,1751.01174128,0.0,25857.218495060002,0.0,0.0,0.0,0.0,3T2021
45030.0,10951.089237139999,0.0,0.0,0.0,1348.89357446,0.0,0.0,,0.0,3T2021
45040.0,11644.29518006,0.0,0.0,0.0,5373.615407249999,0.0,0.0,,0.0,3T2021
48010.0,2813.60139025,0.0,0.0,0.0,733.74352139,0.0,0.0,,0.0,3T2021
48020.0,3795.44790576,0.0,0.0,0.0,1544.22011049,0.0,0.0,,0.0,3T2021
48030.0,162771.39146617,0.0,3357.54968637,0.0,60567.71592174,0.0,0.0,0.0,0.0,3T2021
48041.0,4122.01814382,0.0,0.0,0.0,2182.23672982,0.0,0.0,,0.0,3T2021
48042.0,82136.14365429,0.0,3919.10043591,0.0,37497.57871106002,0.0,0.0,0.0,0.0,3T2021
48050.0,30002.56852713,0.0,116.89692474,0.0,2332.34869918,0.0,0.0,0.0,0.0,3T2021
48060.0,17262.03135645,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
48071.0,71531.79154292999,0.0,1973.69742219,0.0,32434.879442769998,0.0,0.0,0.0,0.0,3T2021
48072.0,4479.84475418,0.0,0.0,0.0,221.62945258,0.0,0.0,,0.0,3T2021
48073.0,36015.85695933,0.0,0.0,0.0,6366.93663935,0.0,0.0,,0.0,3T2021
48074.0,4745.68615565,0.0,784.57051409,0.0,716.27853594,0.0,0.0,0.0,0.0,3T2021
48075.0,3825.38406713,0.0,0.0,0.0,656.82942764,0.0,0.0,,0.0,3T2021
48076.0,10043.83537771,0.0,0.0,0.0,1270.88802686,0.0,0.0,,0.0,3T2021
48078.0,9484.961290860001,0.0,0.0,0.0,8871.62480159,0.0,0.0,,0.0,3T2021
48079.0,42401.311492860004,0.0,186.0442759,0.0,15101.300376560004,0.0,0.0,0.0,0.0,3T2021
48080.0,61093.697416400006,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
48090.0,7270.073939949999,0.0,877.87720758,0.0,812.1113062,0.0,0.0,0.0,0.0,3T2021
48100.0,52710.53631850999,0.0,354.96249712,0.0,42550.12282407,0.0,0.0,0.0,0.0,3T2021
49010.0,2169.62059638,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
49030.0,97341.71045189,0.0,544.73597941,0.0,80217.07305846002,0.0,0.0,0.0,0.0,3T2021
49040.0,55602.20233531,0.0,0.0,0.0,18450.13162182,0.0,0.0,,0.0,3T2021
50000.0,870.97223274,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
51000.0,2814.6722862799998,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
52010.0,1534.2526049900002,0.0,0.0,0.0,1118.15131375,0.0,0.0,,0.0,3T2021
52020.0,7285.337739579999,0.0,0.0,0.0,305.56871193,0.0,0.0,,0.0,3T2021
53001.0,3176.9977685199997,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
53002.0,18154.638481269998,0.0,0.0,0.0,14013.60925486,0.0,0.0,,0.0,3T2021
55000.0,15652.873922770003,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
56011.0,123550.48124423999,0.0,2433.61744321,0.0,38939.674330680005,0.0,0.0,0.0,0.0,3T2021
56012.0,32427.72398535,0.0,0.0,0.0,24397.968663639997,0.0,0.0,,0.0,3T2021
56020.0,33404.26852848,0.0,0.0,0.0,31073.39507239,0.0,0.0,,0.0,3T2021
58000.0,1146.60614001,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
59000.0,2227.04781487,0.0,0.0,0.0,1318.67368568,0.0,0.0,,0.0,3T2021
60001.0,837.83409029,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
60002.0,1348.15859998,0.0,0.0,0.0,632.46388443,0.0,0.0,,0.0,3T2021
61000.0,17179.05722085,0.0,0.0,0.0,2909.06933504,0.0,0.0,,0.0,3T2021
62000.0,13030.57620414,0.0,0.0,0.0,4461.55050795,0.0,0.0,,0.0,3T2021
63000.0,1499.32769525,0.0,0.0,0.0,762.48852977,0.0,0.0,,0.0,3T2021
64000.0,19135.10689452,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
65000.0,1509.91398072,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
66001.0,998.31337127,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
66002.0,3335.55415628,0.0,0.0,0.0,2196.17995846,0.0,0.0,,0.0,3T2021
68000.0,17423.236853849998,0.0,0.0,0.0,5262.49918214,0.0,0.0,,0.0,3T2021
69000.0,44896.599986880006,0.0,0.0,0.0,19913.50920514,0.0,0.0,,0.0,3T2021
70000.0,1196.4237345000001,0.0,0.0,0.0,388.80286667,0.0,0.0,,0.0,3T2021
71000.0,7106.514413319999,0.0,0.0,0.0,2661.63588548,0.0,0.0,,0.0,3T2021
73010.0,10684.006644520003,0.0,1132.38337723,0.0,4122.47936442,0.0,0.0,0.0,0.0,3T2021
74000.0,6656.28161767,0.0,0.0,0.0,4458.15211212,0.0,0.0,,0.0,3T2021
75000.0,2575.59543939,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
77010.0,306.74880815,0.0,0.0,0.0,306.74880815,0.0,0.0,,0.0,3T2021
77020.0,1439.0857227000001,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
78000.0,34907.28124378999,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
79000.0,2252.37839718,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
80000.0,17538.50275589,0.0,0.0,0.0,1761.66810397,0.0,0.0,,0.0,3T2021
81011.0,37044.856735509995,0.0,0.0,0.0,6704.16176694,0.0,0.0,,0.0,3T2021
81012.0,25246.071636140005,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
81020.0,2797.56234469,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
82001.0,3145.6395248900003,0.0,0.0,0.0,1996.0840881100003,0.0,0.0,,0.0,3T2021
82002.0,11888.92539252,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
82003.0,4041.4059163599995,0.0,0.0,0.0,1040.51726751,0.0,0.0,,0.0,3T2021
82009.0,4422.4407351,0.0,0.0,0.0,386.24802257,0.0,0.0,,0.0,3T2021
84011.0,4136.73588649,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
84012.0,13119.703180960001,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
84013.0,116708.42858275001,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
84014.0,8218.88232196,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
84015.0,4048.78537865,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
84016.0,44162.88392821999,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
84017.0,5230.19482894,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
84020.0,1434.16716143,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
85011.0,3614.2117225,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
85012.0,99356.86694374,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
85013.0,45416.2700561,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
85014.0,20931.05250952,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
85029.0,19314.96679321,0.0,0.0,0.0,9999.751879809999,0.0,0.0,,0.0,3T2021
86001.0,84133.31432879,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
86002.0,42844.56143781,0.0,1827.0339649799998,0.0,164.99045728,0.0,0.0,0.0,0.0,3T2021
86003.0,5004.15615321,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
86004.0,14847.57568361,0.0,0.0,0.0,7280.36540342,0.0,0.0,,0.0,3T2021
86009.0,1168.51357479,0.0,0.0,0.0,1168.51357479,0.0,0.0,,0.0,3T2021
87000.0,5914.76209625,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
88000.0,421.1477185,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
90000.0,4475.153764819999,0.0,0.0,0.0,3459.08512758,0.0,0.0,,0.0,3T2021
91000.0,1288.23314368,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
92000.0,12296.133376099999,0.0,0.0,0.0,3240.18288947,0.0,0.0,,0.0,3T2021
93011.0,1641.73122646,0.0,0.0,0.0,1059.92706681,0.0,0.0,,0.0,3T2021
93012.0,14918.73298788,0.0,0.0,0.0,2456.9914508,0.0,0.0,,0.0,3T2021
93020.0,2861.40452526,0.0,0.0,0.0,1669.55289988,0.0,0.0,,0.0,3T2021
94020.0,1820.8791302700001,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
94091.0,4181.76928526,0.0,0.0,0.0,711.6146473,0.0,0.0,,0.0,3T2021
94099.0,2027.0982295200001,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
95010.0,7539.78474989,0.0,963.71147636,0.0,4308.15397173,0.0,0.0,0.0,0.0,3T2021
95030.0,26026.122590109997,0.0,0.0,0.0,23289.082757419998,0.0,0.0,,0.0,3T2021
96010.0,4426.49728446,0.0,0.0,0.0,438.29258195,0.0,0.0,,0.0,3T2021
96020.0,90401.26996564001,0.0,994.97187801,0.0,78939.33961858998,0.0,0.0,0.0,0.0,3T2021
96030.0,4351.43756968,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
96090.0,9532.96222287,0.0,767.80077267,0.0,4698.05934361,0.0,0.0,0.0,0.0,3T2021
97000.0,172310.36391994997,0.0,0.0,0.0,0.0,0.0,0.0,,,3T2021
0.0,6985.625651160001,0.0,0.0,0.0,4577.55188988,0.0,0.0,,0.0,4T2021
1102.0,55367.20382143,199282.7286325,162.82400358,0.0,38036.67505012,199282.7286325,3.5992919070868297,0.0,5.2392257832712765,4T2021
1103.0,273.39497418,0.0,0.0,0.0,0.0,0.0,0.0,,,4T2021
1105.0,33576.71136816,0.0,0.0,0.0,2735.86558174,0.0,0.0,,0.0,4T2021
1108.0,31468.328457569998,165468.813944,0.0,0.0,22371.99668827,165468.813944,5.25826512098055,,7.396247024779776,4T2021
1109.0,83460.35725825,256385.95013870002,0.0,0.0,59191.74268751001,256385.95013870002,3.07194886963363,,4.33144790975718,4T2021
1110.0,18272.32632494,0.0,0.0,0.0,10380.426743230002,0.0,0.0,,0.0,4T2021
1111.0,4144.87374235,0.0,0.0,0.0,2451.65637353,0.0,0.0,,0.0,4T2021
1112.0,702.23086649,0.0,0.0,0.0,214.45969169,0.0,0.0,,0.0,4T2021
1115.0,19430.2395195,0.0,0.0,0.0,1201.73459228,0.0,0.0,,0.0,4T2021
1116.0,20414.663122210004,0.0,0.0,0.0,13739.21677946,0.0,0.0,,0.0,4T2021
1117.0,27597.92475192,0.0,205.52184449,0.0,3373.25279581,0.0,0.0,0.0,0.0,4T2021
1119.0,13650.420255530002,279316.3078704,0.0,0.0,8591.921105020001,0.0,20.46210319109,,0.0,4T2021
1201.0,29490.00562931,0.0,0.0,0.0,9951.4872974,0.0,0.0,,0.0,4T2021
1202.0,818.14949085,0.0,0.0,0.0,213.05116032,0.0,0.0,,0.0,4T2021
1203.0,8832.85219119,0.0,0.0,0.0,5340.1067707600005,0.0,0.0,,0.0,4T2021
1204.0,1738.6596335499999,0.0,0.0,0.0,1738.6596335499999,0.0,0.0,,0.0,4T2021
1205.0,5882.81768168,0.0,0.0,0.0,449.10441772999997,0.0,0.0,,0.0,4T2021
1206.0,336.36336383,0.0,0.0,0.0,336.36336383,0.0,0.0,,0.0,4T2021
1209.0,149.44427926,0.0,0.0,0.0,149.44427926,0.0,0.0,,0.0,4T2021
1401.0,1743.29541404,0.0,0.0,0.0,551.14750807,0.0,0.0,,0.0,4T2021
1402.0,284.64118744,0.0,0.0,0.0,0.0,0.0,0.0,,,4T2021
2000.0,4463.4905815,0.0,0.0,0.0,2611.44817707,0.0,0.0,,0.0,4T2021
3001.0,5015.538412070001,0.0,0.0,0.0,4471.9760946100005,0.0,0.0,,0.0,4T2021
3002.0,527.30929793,0.0,0.0,0.0,152.44841311,0.0,0.0,,0.0,4T2021
6000.0,1463.88843379,0.0,0.0,0.0,0.0,0.0,0.0,,,4T2021
7002.0,919.70526776,0.0,0.0,0.0,0.0,0.0,0.0,,,4T2021
8001.0,5112.63125052,0.0,0.0,0.0,1177.82235286,0.0,0.0,,0.0,4T2021
10010.0,9872.271788729999,0.0,0.0,0.0,0.0,0.0,0.0,,,4T2021
10021.0,897.35167523,0.0,0.0,0.0,653.79901151,0.0,0.0,,0.0,4T2021
10022.0,564.26572356,0.0,0.0,0.0,0.0,0.0,0.0,,,4T2021
10030.0,4620.1036772,0.0,0.0,0.0,3309.1516412,0.0,0.0,,0.0,4T2021
10091.0,4768.09358297,0.0,0.0,0.0,225.85951845,0.0,0.0,,0.0,4T2021
10092.0,18353.66977883,0.0,0.0,0.0,0.0,0.0,0.0,,,4T2021
10099.0,29797.270467109996,0.0,0.0,0.0,0.0,0.0,0.0,,,4T2021
11000.0,3792.60713608,0.0,0.0,0.0,0.0,0.0,0.0,,,4T2021
13001.0,5702.97354449,0.0,0.0,0.0,1629.43412329,0.0,0.0,,0.0,4T2021
13002.0,14094.279000680002,0.0,0.0,0.0,9933.39120169,0.0,0.0,,0.0,4T2021
14001.0,94320.6755489,0.0,1230.49202936,0.0,38486.33345927,0.0,0.0,0.0,0.0,4T2021
14002.0,25934.99110798,0.0,470.17023686,0.0,20691.84445158,0.0,0.0,0.0,0.0,4T2021
15012.0,368.36384665,0.0,0.0,0.0,225.53657307,0.0,0.0,,0.0,4T2021
15020.0,4605.58718768,0.0,0.0,0.0,975.25478137,0.0,0.0,,0.0,4T2021
16001.0,1108.94154429,0.0,0.0,0.0,286.08731764,0.0,0.0,,0.0,4T2021
16002.0,8399.49405689,0.0,0.0,0.0,5768.0241424999995,0.0,0.0,,0.0,4T2021
17001.0,335.93676144,0.0,0.0,0.0,0.0,0.0,0.0,,,4T2021
17002.0,5229.032246559999,0.0,0.0,0.0,3038.90819725,0.0,0.0,,0.0,4T2021
18000.0,7910.95902573,0.0,0.0,0.0,1932.46995185,0.0,0.0,,0.0,4T2021
19020.0,1057.726927,0.0,0.0,0.0,0.0,0.0,0.0,,,4T2021
19030.0,50.04659325,0.0,0.0,0.0,0.0,0.0,0.0,,,4T2021
20010.0,765.78170955,0.0,0.0,0.0,0.0,0.0,0.0,,,4T2021
20020.0,5254.2970112600005,0.0,0.0,0.0,2711.97745311,0.0,0.0,,0.0,4T2021
20090.0,3736.8464916599996,0.0,0.0,0.0,0.0,0.0,0.0,,,4T2021
21000.0,1556.4369534500001,0.0,0.0,0.0,0.0,0.0,0.0,,,4T2021
22010.0,1617.66494237,0.0,0.0,0.0,0.0,0.0,0.0,,,4T2021
22020.0,10294.769624870001,0.0,0.0,0.0,0.0,0.0,0.0,,,4T2021
23091.0,9081.8805283,0.0,0.0,0.0,1372.65169182,0.0,0.0,,0.0,4T2021
23099.0,10624.15161491,0.0,0.0,0.0,1886.13829553,0.0,0.0,,0.0,4T2021
24001.0,595.85853016,0.0,0.0,0.0,0.0,0.0,0.0,,,4T2021
24002.0,3419.16183005,0.0,0.0,0.0,0.0,0.0,0.0,,,4T2021
25001.0,26861.61229713,0.0,1785.51866363,0.0,10872.706651129998,0.0,0.0,0.0,0.0,4T2021
25002.0,4454.5751385,0.0,0.0,0.0,1138.62878627,0.0,0.0,,0.0,4T2021
